gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction
LRP2BP,-0.0697177638592521,-1.714761423946781,0.08937179632861876,6.2048993023448284,6.2746170662040806,0.14515801314520882,False,Not Significant
ISL1,0.13892572865904285,1.7183844619354711,0.089422711622371,5.988418626189655,5.849492897530612,0.14522325733914251,False,Not Significant
CASC1,-0.12013489485257,-1.7164284148748097,0.08943761012167215,4.653939704086206,4.774074598938776,0.14523000129693608,False,Not Significant
ST20,0.07326493585890148,1.7156026914528422,0.08948431800586713,8.17822196087931,8.104957025020408,0.1452883899386466,False,Not Significant
SLC3A1,0.05415698930471535,1.7161274118054752,0.08950921758675492,5.2390655728965525,5.184908583591837,0.14531136044264178,False,Not Significant
ZBED1,0.09780261508163335,1.71540833979307,0.08963256090251377,9.448060987,9.350258371918367,0.14549412209914409,False,Not Significant
MST1L,-0.20455360420232083,-1.7141128382570348,0.08970589358800136,7.054395770879311,7.258949375081632,0.14559567093092812,False,Not Significant
ABHD14A /// ACY1,-0.09044819348592448,-1.7126432535617053,0.0897858326068461,8.199258280534483,8.289706474020408,0.1457079163882715,False,Not Significant
CD207,0.18552595170091557,1.7119483965563873,0.0900493583890508,7.223540662517242,7.038014710816326,0.14611803081138452,False,Not Significant
PTPN22,0.1411798707814933,1.7141011580928758,0.09008392753878533,7.036306624189656,6.895126753408163,0.14615657631292722,False,Not Significant
DPM3,0.14601866504222372,1.7121554869604454,0.09017482642166327,8.200914280103447,8.054895615061223,0.146286493708892,False,Not Significant
TP53I3,0.1709520552558068,1.711625786676838,0.09019723646294522,9.302216512051725,9.131264456795918,0.14628772960478878,False,Not Significant
SLC35G2,-0.15811157971463707,-1.7119327667341584,0.09019271226516429,7.249014721224137,7.407126300938774,0.14628772960478878,False,Not Significant
PSMD5,0.09543329949296364,1.7096827197594746,0.09028320813954206,8.59308348898276,8.497650189489796,0.14640959419317387,False,Not Significant
SAA1 /// SAA2,0.1809023565594643,1.7051500379892017,0.09112341642715294,7.381633658620689,7.200731302061225,0.14775440588038055,False,Not Significant
CLIP1,-0.09978106172624912,-1.7052992202677202,0.09122473716317492,8.398610534620689,8.498391596346938,0.14790095042710039,False,Not Significant
ZNF652,0.14935864757424433,1.704517591312991,0.09124446318699553,7.009061364206897,6.859702716632652,0.14791518771407514,False,Not Significant
APOC3,-0.0696636219468676,-1.7041405757453805,0.0913371644951267,5.484546280155173,5.55420990210204,0.1480477066624655,False,Not Significant
PAK7,0.06496224483110513,1.7041453700939992,0.09137777171926562,6.641517089586207,6.576554844755102,0.1480957650540682,False,Not Significant
ZNF669,0.09137338748838886,1.7042266749014623,0.09146360324120013,6.763420134896553,6.672046747408164,0.14821709805813188,False,Not Significant
ZSCAN12,0.09458329422484191,1.7031720924308364,0.09155818184063541,5.945839293775863,5.851255999551021,0.14835257494019752,False,Not Significant
MFF,0.12733979215306057,1.70243703361515,0.09166007244083647,8.1265618545,7.99922206234694,0.14849986562429932,False,Not Significant
SCRT1,0.08410624091133112,1.7045959099511994,0.09173237311333617,5.5186805164827595,5.434574275571428,0.1485839896540873,False,Not Significant
VRTN,-0.06563384313581988,-1.7025666805280386,0.09173398517748461,6.9032214175172415,6.968855260653061,0.1485839896540873,False,Not Significant
TMEM260,0.14406820863370662,1.7011603362082452,0.09190302966800941,8.529146861327586,8.38507865269388,0.1488399575749727,False,Not Significant
RPL23A,0.041291097832512946,1.7025635035643196,0.09192063370796733,14.081454910689656,14.040163812857143,0.14885063078878247,False,Not Significant
RNF17,0.04671847686910624,1.7008512921470418,0.0920141853245691,5.943167828379311,5.8964493515102046,0.14898427155403757,False,Not Significant
BCL2L2 /// BCL2L2-PABPN1 /// PABPN1,0.09258988393033363,1.7011631266937435,0.09220334227003812,10.610414496379311,10.517824612448978,0.14927266061087271,False,Not Significant
NUP133,0.10742874557600324,1.6995417258286427,0.0923360081384401,9.002927477086207,8.895498731510203,0.14946007438146724,False,Not Significant
CHRNA6,0.05797150706157694,1.698771234383021,0.09234122242584177,6.479166782775862,6.421195275714285,0.14946007438146724,False,Not Significant
RAB5C,0.1284384351315957,1.6986646820109965,0.09236026330385258,8.989064853172412,8.860626418040816,0.14947299228254912,False,Not Significant
DCAF6,-0.1218284846252633,-1.6985306142895589,0.09240306517344388,8.061786493293104,8.183614977918367,0.14952435653964247,False,Not Significant
GJB5,0.1072390184282197,1.7020339787118042,0.09244197523528341,5.722045380224138,5.614806361795918,0.14956941162514728,False,Not Significant
KIF16B,-0.13664571295144334,-1.697900622562035,0.09258923498709087,6.971802361068965,7.108448074020409,0.1497897427400686,False,Not Significant
USP22,-0.12335921467382249,-1.6972185401805273,0.09279117855002869,9.863923129224137,9.98728234389796,0.15009847733137494,False,Not Significant
CEBPE,0.09375628772378608,1.6962774528955658,0.09282312242878914,6.515481387948276,6.4217251002244895,0.15013218042425625,False,Not Significant
APOL1,-0.1463615623617187,-1.6997399537939006,0.09285482472828675,8.828328908413791,8.97469047077551,0.15016548476759548,False,Not Significant
LGALS4,0.2909994353553831,1.7052666963227419,0.0928690139933356,7.37333592962069,7.082336494265307,0.15017046232590697,False,Not Significant
RFPL1S /// RFPL3S,0.06434668694159207,1.6957274884551856,0.09290461587292564,5.825573571206898,5.761226884265306,0.15021005904086496,False,Not Significant
OR2B2,-0.06222691112209677,-1.6955668383589395,0.09295029398585133,5.105213884775862,5.167440795897959,0.15026593579172018,False,Not Significant
ATP6V1G2,-0.0720294805703734,-1.695854292338384,0.0929661899116632,6.286736038327586,6.358765518897959,0.1502736582533343,False,Not Significant
PACRG,-0.08922396913687702,-1.699365692586591,0.09302871021410229,7.723528098189655,7.812752067326532,0.15035673505663627,False,Not Significant
NCLN,0.09482800215411569,1.694071434166039,0.09322040023579445,6.815957202827586,6.72112920067347,0.15063052477125324,False,Not Significant
C7orf25 /// PSMA2,0.06739693041731343,1.6955852685105606,0.09321523041967446,7.575275722172414,7.5078787917551,0.15063052477125324,False,Not Significant
EIF5B,0.13010535322765548,1.69392305121177,0.09330478254756971,10.020237400982758,9.890132047755102,0.15074885070297725,False,Not Significant
LOC101060747 /// PDPK1,-0.05448628355489227,-1.693417425498954,0.093397902501445,9.478440641465516,9.532926925020409,0.15088126372304916,False,Not Significant
MXRA8,0.15349349938564494,1.695212395948673,0.09343681727665927,10.102533355344828,9.949039855959183,0.15092608886029044,False,Not Significant
FN3KRP,0.11273463674524997,1.6911033077214375,0.09381819153391366,9.303636506275861,9.190901869530611,0.151524003176487,False,Not Significant
PSKH1,-0.08760767330752905,-1.6903316245680433,0.09393719170178681,7.167189702896552,7.254797376204081,0.1516980697633706,False,Not Significant
OR2C1,-0.07727445373187969,-1.6894885721806059,0.09413028887909519,7.852584407206896,7.929858860938776,0.15199173885316267,False,Not Significant
C22orf24,0.051276764370514094,1.6894507507159173,0.09415696569384867,7.04155750598276,6.990280741612246,0.15201665169661507,False,Not Significant
PRRG3,0.07020162615411518,1.6884708728570281,0.09429298071254498,7.387233511827586,7.317031885673471,0.15221806430124765,False,Not Significant
ZNF257,0.11337089589795912,1.6880708686427723,0.09443859515131096,4.986784879,4.873413983102041,0.15243492338110207,False,Not Significant
HOXD13,0.07259862296727615,1.6879535645169914,0.09445961469779271,6.349474564844828,6.2768759418775515,0.1524506439742857,False,Not Significant
SRCAP,0.09966210851513058,1.6877967445910644,0.09454890988967782,7.802885313862069,7.703223205346938,0.15257653936226814,False,Not Significant
DOHH,0.10131892592188674,1.6869508290542217,0.09458177297318887,6.142120350758621,6.040801424836734,0.15260649628408374,False,Not Significant
SLC1A2,-0.06633804260661513,-1.687717535731515,0.09459005692724895,6.134364933413793,6.200702976020408,0.15260649628408374,False,Not Significant
CCDC15,0.07879326489162519,1.6883548882604764,0.09461061610635299,7.306068328034483,7.227275063142858,0.15262144624938656,False,Not Significant
SCN3B,-0.08449891161470813,-1.6855585340587396,0.09487824851299154,7.206582719568966,7.291081631183674,0.15303491211995235,False,Not Significant
CWF19L1,-0.057540587201266646,-1.6857031777858003,0.09493512988479172,8.257913394206897,8.315453981408163,0.15310838668173749,False,Not Significant
ACTR6,0.19614385819528302,1.6848561392047514,0.09500450736660919,7.688315174603447,7.492171316408164,0.15320199463783835,False,Not Significant
ZBTB38,-0.2016341767818446,-1.6860907955171964,0.09511405331080318,9.258767547034482,9.460401723816327,0.1533603472316279,False,Not Significant
GID4,0.07826798325123274,1.6841983133008445,0.09518554411488575,6.916564410965519,6.838296427714286,0.153457309878645,False,Not Significant
SPATA1,-0.05318498526706694,-1.6844130225505476,0.0953182535212099,4.227056650120689,4.280241635387756,0.15365293372365837,False,Not Significant
PCLO,0.12039269326073221,1.6870914057480684,0.0953567630014575,6.572388604913793,6.451995911653061,0.15369349353537437,False,Not Significant
TSPY1 /// TSPY10 /// TSPY3 /// TSPY4 /// TSPY8,0.17349938694862743,1.6937122668321647,0.09536615884481314,4.554924079724137,4.38142469277551,0.15369349353537437,False,Not Significant
LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11,0.22358708091344326,1.6842155749856986,0.09542973648197434,11.425592744137932,11.202005663224488,0.153777618761641,False,Not Significant
FNBP4,-0.12952287002357465,-1.6824287713293355,0.095474368195909,9.40979455401724,9.539317424040815,0.15383119768332262,False,Not Significant
IGHD3-16 /// IGHD3-16 /// IGHG1 /// SKAP2,0.09434484645531249,1.68210643373011,0.09556923903526036,5.9751333719655175,5.880788525510205,0.15396570098480675,False,Not Significant
KCTD2,-0.08031664098064795,-1.6819686578300688,0.09565402061039484,8.524831556672414,8.605148197653062,0.15408391997014137,False,Not Significant
MAGEA10,0.1455306275851509,1.6837845829094242,0.09570667734437854,6.092781774258621,5.94725114667347,0.15415036876525753,False,Not Significant
RPL7,0.06601783681914064,1.682735954575316,0.09575814272467605,13.433661936206896,13.367644099387755,0.15421488309389855,False,Not Significant
NBEAL2,-0.13542847852533324,-1.68118384248334,0.09581416112057937,7.844490753637931,7.979919232163264,0.15428671363572385,False,Not Significant
GJB1,0.10792951253061389,1.6853483987868816,0.0959923779918153,7.619596490999999,7.5116669784693855,0.1545552762162716,False,Not Significant
FPGT-TNNI3K /// TNNI3K,-0.09639430301794505,-1.6797764723373034,0.09600575603126842,6.087308739431034,6.183703042448979,0.15455840294968345,False,Not Significant
NUDT4 /// NUDT4P1,-0.11727402837755196,-1.6794030958626054,0.09605285193289735,7.709875138499999,7.827149166877551,0.15461580441556785,False,Not Significant
MIR636 /// SRSF2,0.11571674668543253,1.6795742966060683,0.09612898998638572,11.60899791137931,11.493281164693878,0.15471993565154257,False,Not Significant
CALB1,0.18090082916044992,1.68858782612838,0.0961632896041253,5.9181797507931035,5.737278921632654,0.15475671100259034,False,Not Significant
NR5A2,-0.07319256522695472,-1.6815489406642161,0.09621437877947062,5.744054360568964,5.817246925795919,0.154820494011733,False,Not Significant
NPPC,0.1021156802273051,1.678359318464352,0.09626212317089851,5.078729779206896,4.976614098979591,0.15487443370988982,False,Not Significant
CBFA2T2,0.08526818107072387,1.6807443229478782,0.09627081891208171,8.192955033948275,8.107686852877551,0.15487443370988982,False,Not Significant
GPR132,0.060927467874384966,1.6783347090850413,0.09631511052799357,6.339799420017242,6.278871952142857,0.15492724574932554,False,Not Significant
PTBP2,0.17490361865587634,1.6784754410932585,0.0964475234783883,7.222893780206896,7.04799016155102,0.15512158546393146,False,Not Significant
LOC100129361,0.14176431983180837,1.678266925236714,0.09645888303654311,7.8378850861379314,7.696120766306123,0.15512158546393146,False,Not Significant
GRM1,-0.06170138971498851,-1.6784152441258924,0.09652456723223937,6.229656428448276,6.291357818163265,0.15520874790526057,False,Not Significant
DEFB126,-0.05008633990358824,-1.6768707394709825,0.09654824241357428,6.127285668586207,6.177372008489796,0.1552127365135977,False,Not Significant
PRKCA,-0.16844686229627115,-1.683385197316205,0.09655001671252801,8.656836423724137,8.825283286020408,0.1552127365135977,False,Not Significant
FADS1 /// MIR1908,0.13110556634166137,1.6788747960316426,0.0965722455759408,9.00180492236207,8.870699356020408,0.1552300070122312,False,Not Significant
DDIT3,0.1137527528230109,1.677893293414738,0.09658395919724976,8.97571001874138,8.861957265918369,0.15523037323710673,False,Not Significant
BFSP2,0.06335419424700905,1.6772136956566728,0.09661546470211553,6.166165745655173,6.102811551408164,0.15526254523770408,False,Not Significant
KITLG,0.10593212795038731,1.6763823998795473,0.09675113653267647,4.922458697603449,4.816526569653061,0.15546208658175276,False,Not Significant
TEK,0.06986565823539692,1.6755451314446435,0.0968228350874031,9.340260302051723,9.270394643816326,0.15555818678371516,False,Not Significant
FEZ2,-0.11720453781597584,-1.6755552816069592,0.0968339641443874,10.312722483775861,10.429927021591837,0.15555818678371516,False,Not Significant
HLA-F,-0.1471838904574252,-1.676143993665482,0.09690387608866292,12.14024402137931,12.287427911836735,0.1556519949296743,False,Not Significant
USP46,-0.055220709814214786,-1.6758326488551885,0.09694930786458031,7.619402859655173,7.674623569469388,0.15570646414614414,False,Not Significant
CENPJ,0.09467257933004891,1.6747007455922762,0.09698415542675061,6.020013657758621,5.9253410784285725,0.15574392354949318,False,Not Significant
ZNF536,-0.11316248164356146,-1.6774259561356146,0.09703865139000689,7.1903260719482756,7.303488553591837,0.1558129230766239,False,Not Significant
ST5,-0.12658688705454146,-1.6766756032417194,0.09717562145994856,8.937372853741378,9.06395974079592,0.15601431741876987,False,Not Significant
NLE1,-0.08108891366748683,-1.6736104155446732,0.09727336104218953,7.177712364189656,7.258801277857143,0.15615268731264897,False,Not Significant
ZNF189,-0.12416646179204616,-1.673871489571352,0.09743608134607903,7.531776082534483,7.655942544326529,0.15635835650516614,False,Not Significant
PPT1,-0.09843320704433367,-1.6724415326375668,0.09741709769928102,11.18183458724138,11.280267794285713,0.15635835650516614,False,Not Significant
PTH2R,0.11852524957705768,1.6774548640283125,0.09743618782734068,6.221788623413793,6.103263373836735,0.15635835650516614,False,Not Significant
TRAF1,0.08161370476249186,1.6711637576250165,0.09773319599475097,7.671525436293104,7.589911731530612,0.15681635330274954,False,Not Significant
TTC31,-0.05960405086734788,-1.671247021509486,0.09777469858695684,8.5721760715,8.631780122367347,0.15686432234125375,False,Not Significant
CNTLN,-0.07802982360942945,-1.6705104050264101,0.09780108341114811,7.400667190206897,7.478697013816326,0.15688802875984176,False,Not Significant
CNN3P1 /// CNN3P1,-0.055036465908163024,-1.670249494848035,0.0978506306515255,4.9221868825,4.977223348408163,0.15694888123135142,False,Not Significant
ELMO2,-0.09655773283356694,-1.6709870409815781,0.09790634050480317,8.859719001982759,8.956276734816326,0.15700097198889593,False,Not Significant
LOC100652930 /// NPEPL1 /// STX16-NPEPL1,-0.11203723979838287,-1.6702508650070154,0.09789836291552637,6.841129913568966,6.953167153367349,0.15700097198889593,False,Not Significant
PDK3,0.10682895747009269,1.6703022932334586,0.09793225997322143,8.311381513551725,8.204552556081632,0.15702390479749526,False,Not Significant
ELP5,0.1583119874370169,1.668736552580507,0.09821597039377035,7.36931549262069,7.211003505183673,0.15746012335371368,False,Not Significant
CNOT2,0.15788174959078027,1.675329670686188,0.09823345522956624,9.719575825672413,9.561694076081633,0.15746947543916354,False,Not Significant
GK3P,0.12649187022836283,1.6704755860295109,0.09831952724127893,5.512740585534484,5.386248715306121,0.15758875838067893,False,Not Significant
NFRKB,0.05995049025756671,1.669362841421048,0.09836942331900378,8.998509668931035,8.938559178673469,0.15765003630455782,False,Not Significant
