gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction,neg_log10_padj
PLAGL1,-1.2896865904697403,-9.50200630516916,1.0172906751026745e-14,7.799221344224138,9.088907934693879,1.6005452239828458e-13,True,Downregulated in Tumor,12.795732050199186
MMP9,1.405080832067907,9.302692266509123,1.481532951311496e-14,9.300067580741377,7.89498674867347,2.309448424103214e-13,True,Upregulated in Tumor,12.636491732216951
PCYOX1,-1.1852350659880369,-9.019140927508207,1.8672147370023184e-14,5.848104147379311,7.033339213367348,2.854684069070852e-13,True,Downregulated in Tumor,12.544441948591981
TMPRSS4,1.4419624325232245,9.538368179417246,1.9202597683965382e-14,8.670095558706898,7.228133126183673,2.9291547144333197e-13,True,Upregulated in Tumor,12.533257688799747
ACKR1,-1.3798009778532734,-9.095369412692323,1.9299452144683005e-14,8.026862223534483,9.406663201387756,2.940609873003279e-13,True,Downregulated in Tumor,12.531562588971493
BMP2,-1.3458171910475034,-8.881421188720035,1.9650441511050587e-14,7.95056886025862,9.296386051306124,2.9907175340298273e-13,True,Downregulated in Tumor,12.524224603085395
MTHFD2,1.199657539371568,8.891438727672908,2.092380294918405e-14,9.720217125310343,8.520559585938775,3.1699875470758937e-13,True,Upregulated in Tumor,12.498942443853808
FLRT3,-1.613396033767419,-9.049436104398605,2.261265328256742e-14,8.134659569844827,9.748055603612245,3.391897992385113e-13,True,Downregulated in Tumor,12.469557217149525
SLPI,-1.8140605689968297,-9.501941261883362,2.2750207027631824e-14,10.96246578998276,12.77652635897959,3.4087477602931714e-13,True,Downregulated in Tumor,12.467405134402021
SLC7A5,1.068943886068615,8.877262989011994,2.520453424945562e-14,8.876958826293103,7.8080149402244885,3.7432887953999204e-13,True,Upregulated in Tumor,12.426746665696081
LMO7,-1.0563571613444758,-9.104752071610834,2.9324850215619546e-14,6.555834934431035,7.6121920957755105,4.321977651734985e-13,True,Downregulated in Tumor,12.364317483115265
RBP4,-1.4873905015728361,-8.882187929729122,2.9399230187363066e-14,6.421592582896552,7.908983084469388,4.3235102936040455e-13,True,Downregulated in Tumor,12.364163502699666
CENPA /// SLC35F6,1.113319626899016,9.51638961389315,3.04770855003706e-14,7.327361104327586,6.21404147742857,4.472288930917574e-13,True,Upregulated in Tumor,12.349470146747365
UBE2S,1.0136201456337064,9.158104657033999,3.3795740840113023e-14,8.964989521327585,7.951369375693878,4.948531283359996e-13,True,Upregulated in Tumor,12.305523679890705
PRC1,1.4104372273828307,9.26943724203489,3.7469186423221e-14,7.900984715137932,6.4905474877551015,5.450980134659116e-13,True,Upregulated in Tumor,12.263525400695409
OLR1,-1.5639229795640386,-8.876005447265877,3.930957495840546e-14,6.979201728293104,8.543124707857142,5.700310145524138e-13,True,Downregulated in Tumor,12.244101514358142
HIST2H2AA3 /// HIST2H2AA4,1.410835629862774,8.979808217886417,3.949858171113321e-14,10.798447276413794,9.38761164655102,5.715453231541384e-13,True,Upregulated in Tumor,12.242949324647043
ANXA8 /// ANXA8L1,-1.1372303089035878,-8.788439009764188,4.28033712024474e-14,8.161881707586208,9.299112016489795,6.147583015951929e-13,True,Downregulated in Tumor,12.211295597908252
MSR1,-1.2949317229799426,-8.861847139084546,5.4942877618751725e-14,6.702778168224139,7.997709891204082,7.783574329323161e-13,True,Downregulated in Tumor,12.108820922929965
CPA3,-1.3545077055035168,-8.67350704622837,5.759498508012207e-14,9.421893683741379,10.776401389244896,8.116748940123564e-13,True,Downregulated in Tumor,12.090617887026022
KCTD12,-1.0098622881052073,-8.912346941884818,6.036377703127421e-14,9.750989108017242,10.76085139612245,8.471614190837705e-13,True,Downregulated in Tumor,12.072033830828515
KIF11,1.0299369814739627,9.152768789867482,6.621616662474417e-14,6.126338534086208,5.096401552612245,9.254513877284564e-13,True,Upregulated in Tumor,12.033646389008066
PHACTR2,-1.005498260678042,-8.609157910633648,8.192941956741023e-14,9.115661733913795,10.121159994591837,1.1345042064073251e-12,True,Downregulated in Tumor,11.945193889540082
PROS1,-1.168327369118579,-8.901943387080536,8.846294303539667e-14,8.129854259534483,9.298181628653062,1.2174915225289063e-12,True,Downregulated in Tumor,11.914534054122965
CXCL13,2.054309123712879,8.614495921154122,1.0616678905259593e-13,8.908799536896552,6.854490413183673,1.4493375293392263e-12,True,Upregulated in Tumor,11.838830461968998
ACP5,-1.1313379368318088,-8.569214005982248,1.3705592061249142e-13,9.67517604986207,10.80651398669388,1.8449310429061965e-12,True,Downregulated in Tumor,11.734019861616027
PLOD2,1.3253142574116827,8.463024754699257,1.6718092798011403e-13,9.232486946758621,7.907172689346939,2.2304543352924393e-12,True,Upregulated in Tumor,11.651606663762209
SLC6A4,-1.5721430509387755,-9.694548932671871,1.7447345922008646e-13,7.948574482,9.520717532938775,2.320874804487666e-12,True,Downregulated in Tumor,11.634348286164776
ARHGAP29,-1.050652839133356,-8.466644782701158,1.81730262536754e-13,9.469292270948277,10.519945110081633,2.405567579024711e-12,True,Downregulated in Tumor,11.618782438060826
PCDH9,-1.098411066612245,-8.516042392810315,2.0153059091185475e-13,7.605102487,8.703513553612245,2.649499937912176e-12,True,Downregulated in Tumor,11.576836086326818
ANXA3,-1.4699889689408874,-8.405078612099588,2.381599257325576e-13,8.226942389344828,9.696931358285715,3.09791279718529e-12,True,Downregulated in Tumor,11.5089308113135
ETV1,-1.3816413552463054,-8.595375278721678,2.406987251295217e-13,7.947926587896552,9.329567943142857,3.1279262212745056e-12,True,Downregulated in Tumor,11.504743499241105
CD24,1.4035710542054876,8.489653770287594,3.0394907272466843e-13,11.846762359103447,10.44319130489796,3.901112742520317e-12,True,Upregulated in Tumor,11.408811498356007
CADM1,-1.4230905693947893,-8.725809967969159,3.104608874778723e-13,9.63428894748276,11.05737951687755,3.973093076958245e-12,True,Downregulated in Tumor,11.400871260684415
C4BPA,-1.6424514518335656,-8.414611770581315,3.6172345026806596e-13,9.911296990982759,11.553748442816325,4.573145397916662e-12,True,Downregulated in Tumor,11.339784990504501
CEACAM1,1.01110664239057,8.902045721110811,3.734496534422125e-13,8.621664944206897,7.610558301816327,4.716983239506076e-12,True,Upregulated in Tumor,11.326335666896753
ZFP36,-1.1500862913620722,-8.433467582014439,4.0306363142132996e-13,10.85933957063793,12.009425862000002,5.0720716747293055e-12,True,Downregulated in Tumor,11.294814617957655
S100A4,-1.1681877373550318,-8.433464189442637,4.1591860000343803e-13,10.574928448155173,11.743116185510205,5.214415472213789e-12,True,Downregulated in Tumor,11.282794368238417
FOSB,-2.252872714274103,-8.502865969354144,4.342448147894562e-13,8.766963905603449,11.019836619877552,5.429064451322387e-12,True,Downregulated in Tumor,11.265275002572075
APOLD1,-1.3584744003170313,-8.888741421468312,4.3782844543471313e-13,7.491260101948275,8.849734502265306,5.468809094316219e-12,True,Downregulated in Tumor,11.262107236751914
OGN,-1.0308904506864893,-8.86071155043678,4.5136036853733816e-13,5.119473465293104,6.150363915979593,5.617067569780963e-12,True,Downregulated in Tumor,11.250490351803666
COL4A5,-1.0161709476108367,-8.401093028221588,4.529072661477593e-13,6.5823392201034485,7.598510167714285,5.631133120503189e-12,True,Downregulated in Tumor,11.24940420577627
GPR116,-1.5104741090059832,-8.836016007434813,5.281434106290076e-13,10.125649091810343,11.636123200816327,6.488961995137307e-12,True,Downregulated in Tumor,11.187824769430472
PERP,1.132388989880365,8.357774540263266,5.329204708832193e-13,9.811262598206895,8.67887360832653,6.541707687544695e-12,True,Upregulated in Tumor,11.18430886597726
TTK,1.1516243828486976,8.730052894829706,5.851679797247532e-13,7.009206842379311,5.857582459530613,7.1505834050452435e-12,True,Upregulated in Tumor,11.145658523338001
ELF3,1.003402291263546,8.241318992259554,5.930311727225499e-13,9.880628359120688,8.877226067857142,7.240123124973136e-12,True,Upregulated in Tumor,11.14025404816173
PMAIP1,1.4924346879535566,8.236316365381803,6.801786018624231e-13,8.98209914358621,7.489664455632653,8.200369138421631e-12,True,Upregulated in Tumor,11.086166597473449
GGTLC1,-1.1162730656815611,-8.185770006157567,6.84978935940508e-13,8.212570070155174,9.328843135836735,8.250882637465212e-12,True,Downregulated in Tumor,11.083499590349847
RAB11FIP1,-1.013787348565094,-8.368842519814427,9.182873053494875e-13,8.790912672965518,9.804700021530612,1.0905670414585522e-11,True,Downregulated in Tumor,10.962347631469454
KRT19,1.3498342075422247,8.308446433230449,9.68781601630415e-13,10.86634335260345,9.516509145061224,1.1455016050774329e-11,True,Upregulated in Tumor,10.941004297940507
DKK3,-1.2453782607093604,-8.278102977082472,1.0862686288063483e-12,8.576487115862069,9.821865376571429,1.2754926601492439e-11,True,Downregulated in Tumor,10.894322036204214
SPINK1,2.7583995175429292,8.423447058146538,1.0998731754732809e-12,9.403920694155174,6.645521176612244,1.2903460040383152e-11,True,Upregulated in Tumor,10.889293818773812
DUSP1,-1.0746593166991598,-8.188926377178303,1.1039789753399429e-12,11.835819096362066,12.910478413061226,1.2940395361421794e-11,True,Downregulated in Tumor,10.88805245468271
MECOM,-1.0582730701643186,-8.633661499272376,1.1074680585862846e-12,8.580783655672416,9.639056725836735,1.2970044031017017e-11,True,Downregulated in Tumor,10.887058549560079
TPSAB1 /// TPSB2,-1.5679749388409583,-8.042487264564576,1.427119317729076e-12,9.396997422689655,10.964972361530613,1.6470979999238654e-11,True,Downregulated in Tumor,10.783280560174518
TPSAB1,-1.6258904167178052,-8.020211435178155,1.6774567994772295e-12,9.742244956241379,11.368135372959184,1.9163845008397936e-11,True,Downregulated in Tumor,10.717517350247086
TPSB2,-1.5989154340714293,-7.9182801779078655,2.7189839785107275e-12,8.7114724645,10.31038789857143,3.044496144952153e-11,True,Downregulated in Tumor,10.516484571528022
SFN,1.033732240084447,7.906432386989222,2.8339303324311544e-12,12.277373646206895,11.243641406122448,3.165336234942731e-11,True,Upregulated in Tumor,10.499580150662648
CEACAM5,2.285406718824772,8.392643969022998,3.017322095697866e-12,10.829912216620691,8.54450549779592,3.361839086838966e-11,True,Upregulated in Tumor,10.473423077740794
EDN1,-1.199313560986278,-8.003049413698463,3.197571646690741e-12,8.58220962125862,9.781523182244898,3.545133782200604e-11,True,Downregulated in Tumor,10.450367371263647
DSP,1.6496139261045055,8.105199771393831,3.647908010907793e-12,10.643000738431036,8.99338681232653,4.018050266293303e-11,True,Upregulated in Tumor,10.395984634477452
DPT,-1.1312781068187885,-7.854760279310983,3.6929777299470496e-12,7.6156511035689665,8.746929210387755,4.064195694092416e-11,True,Downregulated in Tumor,10.391025388613334
GPRC5A,-1.053358176805773,-8.249742636103807,3.720628874957303e-12,10.74784121727586,11.801199394081634,4.0881544101665e-11,True,Downregulated in Tumor,10.388472709199952
FKBP11,1.0614066197276575,7.840128185966575,3.937142179486704e-12,9.836867629482759,8.775461009755102,4.312032135799255e-11,True,Upregulated in Tumor,10.365318011191382
SCG5,1.3388544142392673,8.170399169485988,3.971980557489147e-12,7.575332282586206,6.236477868346939,4.346665363114641e-11,True,Upregulated in Tumor,10.361843793567367
DNAJC12,1.3384724985320187,8.255073467049517,4.2419857616124935e-12,7.834305953103447,6.495833454571429,4.615977259918909e-11,True,Upregulated in Tumor,10.335736339348871
POSTN,1.3202868947417308,7.925368136754253,4.9689395503942244e-12,11.518383373517242,10.198096478775511,5.334012551515325e-11,True,Upregulated in Tumor,10.272945966702492
C1orf116,-1.3637099702146376,-8.053633711028485,5.030860478839682e-12,9.320816450724138,10.684526420938775,5.396196775517326e-11,True,Downregulated in Tumor,10.2679122219054
LOC100506558 /// MATN2,-1.0630441479588324,-7.780025652096089,5.29146199161794e-12,6.497369365775861,7.5604135137346935,5.657761773474403e-11,True,Downregulated in Tumor,10.247355342959558
EZH2,1.0106238252508817,8.353653666599834,6.3333089887283035e-12,5.833043372189657,4.822419546938775,6.697548590192725e-11,True,Upregulated in Tumor,10.174084126935727
SRPX2,1.0236080798698088,8.331921348345375,6.883623558110659e-12,7.700528617931034,6.676920538061225,7.239857773374751e-11,True,Upregulated in Tumor,10.140269965411312
ID1,-1.242673633792048,-7.775729433511565,7.559838090407483e-12,9.677469775534483,10.920143409326531,7.889668864236072e-11,True,Downregulated in Tumor,10.102941224097666
MXRA5,1.0072978904841658,7.744762154645869,9.52675522511121e-12,10.148343401586207,9.14104551110204,9.783745962566718e-11,True,Upregulated in Tumor,10.00949483239121
RGS5,-1.005993961143206,-7.649314371835045,1.0199293058162507e-11,9.791327490224141,10.797321451367347,1.0419270897856448e-10,True,Downregulated in Tumor,9.982162670299092
TRIP13,1.1037443647146388,7.8352031949439,1.3173685320215872e-11,8.512445281775863,7.408700917061224,1.3296665952406087e-10,True,Upregulated in Tumor,9.876257241738935
FBP1,-1.2510153311769887,-7.59370492688847,1.3499481343600239e-11,9.732884208741378,10.983899539918367,1.358492109893948e-10,True,Downregulated in Tumor,9.866942879615962
GDF15,1.6617342842878235,7.664941286844561,1.392780687137967e-11,8.25938638165517,6.597652097367347,1.3984718415059156e-10,True,Upregulated in Tumor,9.854346273805659
NDC80,1.013191798992258,8.040816724635015,1.4114161754459669e-11,5.527153589931034,4.513961790938776,1.4150808316878517e-10,True,Upregulated in Tumor,9.849218751833432
TNFSF10,-1.1481622907603803,-7.576691740589127,1.500888245733337e-11,9.88620888436207,11.03437117512245,1.4959074219090008e-10,True,Downregulated in Tumor,9.825095283074614
GCNT3,1.1146499288511622,8.073950168303023,1.6411313541513723e-11,7.957426797810345,6.842776868959183,1.6225230615476077e-10,True,Upregulated in Tumor,9.789809121688338
VCAN,1.1696810720749475,7.531043508413485,1.9558510855004914e-11,11.245619816258621,10.075938744183674,1.909922501484042e-10,True,Upregulated in Tumor,9.718984254668857
XAGE1B /// XAGE1E,1.845646251108728,8.14932710254218,1.989330107665917e-11,8.28332416774138,6.437677916632652,1.9412127368306766e-10,True,Upregulated in Tumor,9.71192686782186
COMP,1.3370194262800865,7.7354244902742,2.67142716094809e-11,7.467125178586208,6.130105752306122,2.5515433272235645e-10,True,Upregulated in Tumor,9.593197052605374
NQO1,1.2430798922593258,7.742691641564888,3.1183991594872843e-11,10.502712879810346,9.25963298755102,2.947214310522423e-10,True,Upregulated in Tumor,9.530588282713623
APOBEC3B,1.1631153935095,7.639410729276462,3.287357256672111e-11,7.136975608448275,5.973860214938775,3.0939159696325613e-10,True,Upregulated in Tumor,9.509491485859815
CXCL3,-1.487908083053484,-7.822894429835178,3.684491707763122e-11,6.127331622068966,7.61523970512245,3.4365704230792674e-10,True,Downregulated in Tumor,9.463874751990232
LGSN,1.3655208603374387,7.99709281090079,4.7401027542781265e-11,6.408952429051724,5.043431568714285,4.3461661278201415e-10,True,Upregulated in Tumor,9.361893677229332
TYROBP,-1.0811411960601696,-7.318269096833915,5.262824594440243e-11,9.684163408327587,10.765304604387756,4.783259878537988e-10,True,Downregulated in Tumor,9.320276022902034
COL5A1,1.131542578195285,7.2982489581698005,5.845074315943906e-11,9.908588908603448,8.777046330408163,5.280493274062961e-10,True,Upregulated in Tumor,9.277325506216682
IGF2BP3,1.5488930359028856,7.893780213620198,6.798439575274602e-11,7.1661206518620695,5.617227615959184,6.08482853376399e-10,True,Upregulated in Tumor,9.215751655377932
NR4A1,-1.1580160592044333,-7.326365518016347,8.315504459437956e-11,9.147593526224139,10.305609585428572,7.330987786647356e-10,True,Downregulated in Tumor,9.134837504023594
FOLR1,-1.4261712786833236,-7.584572081307266,8.765617576656543e-11,10.06330990927586,11.489481187959184,7.687691210156598e-10,True,Downregulated in Tumor,9.114204069202456
GABBR1 /// UBD,1.416000329569668,7.301334165654064,8.98136495333213e-11,9.647705486120689,8.23170515655102,7.866697818812945e-10,True,Upregulated in Tumor,9.104207531938737
IGH /// IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31,1.2432758247881779,7.2268075614916825,1.0313716023154546e-10,8.380212521931035,7.136936697142858,8.946986503970664e-10,True,Upregulated in Tumor,9.048323217765171
PBK,1.2675008410784656,7.610415110407525,1.098312046875116e-10,6.233187745017241,4.965686903938775,9.46060376897208e-10,True,Upregulated in Tumor,9.024081146350257
KCNJ15,-1.1474212982484158,-7.238590025791359,1.178228947112731e-10,7.833946255241379,8.981367553489795,1.0097504261400483e-09,True,Downregulated in Tumor,8.995785954874753
SFTPA1 /// SFTPA2,-1.8358061275443323,-7.546624723551755,1.2052038897803019e-10,12.462622856741381,14.298428984285714,1.0302549380379999e-09,True,Downregulated in Tumor,8.987055295213938
KRT15,1.815511742589373,7.4098160286797405,1.2123136038606286e-10,7.506995779568965,5.691484036979592,1.0356775193537546e-09,True,Upregulated in Tumor,8.984775450543458
WFDC2,1.0576129203391993,7.2646295939092855,1.2396462458205335e-10,10.614755996931034,9.557143076591835,1.057023281530884e-09,True,Upregulated in Tumor,8.975915447007576
S100P,2.1665166269067555,7.304132061015161,1.3607190591425772e-10,9.883115333396551,7.716598706489796,1.152263037864156e-09,True,Upregulated in Tumor,8.938448369130606
HPGD,-1.4648402080052758,-7.1510801466178116,1.387920236493784e-10,9.29388693936207,10.758727147367345,1.17162660813326e-09,True,Downregulated in Tumor,8.931210773868017
CDKN2A,1.0199512206720636,7.612414744320584,1.5345799649240584e-10,8.363964365896553,7.34401314522449,1.2889899456773554e-09,True,Upregulated in Tumor,8.88975047019809
AGR2,1.4733651729556652,7.229728886622479,1.7512783877940558e-10,11.277751229241378,9.804386056285713,1.4520568963826175e-09,True,Upregulated in Tumor,8.838016366211063
GPR37 /// SEL1L2,1.1968787968008447,7.683602770455719,1.7630934112910672e-10,5.512781877862069,4.315903081061224,1.4609569254199126e-09,True,Upregulated in Tumor,8.835362588534025
SCGB1A1,-2.7574229385608735,-7.103116687640048,1.887925807307853e-10,8.825914190275862,11.583337128836735,1.5510831176757224e-09,True,Downregulated in Tumor,8.809364929084705
MUC16,1.3942581244855736,7.270967637327553,2.544320297529594e-10,7.451078749689656,6.056820625204082,2.0407411763271493e-09,True,Upregulated in Tumor,8.69021207260912
MAFF,-1.1703249221294865,-7.07633261612636,2.6128161280460864e-10,8.589588804482759,9.759913726612245,2.0931956117689897e-09,True,Downregulated in Tumor,8.679190184397932
IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31,1.2861042087160452,7.0782269754499305,2.967604493739632e-10,8.313243004879311,7.027138796163266,2.3468212248619737e-09,True,Upregulated in Tumor,8.629519992639636
MNDA,-1.0003763041562292,-6.96278914334698,3.012760324079589e-10,7.462218443517242,8.46259474767347,2.3811377649085177e-09,True,Downregulated in Tumor,8.623215476998004
IGLJ3,1.336274811449334,6.99381248695777,3.1546113718337916e-10,10.013980440775864,8.67770562932653,2.4874313121548247e-09,True,Upregulated in Tumor,8.604248903009976
AHNAK2,1.481607207268472,7.231579807761547,3.277640839894207e-10,8.992088904982758,7.510481697714286,2.5754253459982675e-09,True,Upregulated in Tumor,8.589151034519922
IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31,1.5232384567244903,6.959026428354438,3.865703746835029e-10,7.8370245784999994,6.313786121775509,3.0043120263643142e-09,True,Upregulated in Tumor,8.522254963714834
NMU,1.405858832758975,7.41992833069013,4.3153394146457485e-10,7.492233076534483,6.086374243775508,3.3288705587292975e-09,True,Upregulated in Tumor,8.477703091813154
CX3CR1,-1.0081753435197056,-6.931742561601067,4.428161087335009e-10,7.4471349270517235,8.45531027057143,3.4100625125545665e-09,True,Downregulated in Tumor,8.46723765953869
IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526,1.2014912766984507,6.932655783847754,4.5458752916051284e-10,8.414242365086206,7.212751088387756,3.4967276360867e-09,True,Upregulated in Tumor,8.45633819404226
NETO2,1.0019097219820559,6.963261869464229,4.884520348272572e-10,8.115642612431035,7.113732890448979,3.731729367264206e-09,True,Upregulated in Tumor,8.428089859718032
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV4-31,1.3139830290186492,6.949219922188973,6.190903648260405e-10,8.642606225120689,7.32862319610204,4.674076990396887e-09,True,Upregulated in Tumor,8.33030413827902
ALOX5AP,-1.1571893208494028,-6.802572398040209,7.035638144210836e-10,9.757903941068966,10.915093261918368,5.253406050774003e-09,True,Downregulated in Tumor,8.279559030037323
S100A2,1.8739863562068964,6.90858471982032,8.701203187948814e-10,9.055965973206897,7.1819796170000005,6.408542838426605e-09,True,Upregulated in Tumor,8.193240708261486
NR4A3,-1.0225103144978895,-6.827429421013123,1.4466211171202114e-09,8.777571089155172,9.800081403653062,1.0284631456012445e-08,True,Downregulated in Tumor,7.9878112663890795
CXCL2,-1.6619455246298358,-6.666762886053795,1.4549670305027753e-09,9.043734865206899,10.705680389836735,1.0338527559014199e-08,True,Downregulated in Tumor,7.985541310229565
COCH,1.0067551864215343,7.0816575351829245,1.6483427474012659e-09,7.37908261948276,6.372327433061225,1.1669644961303358e-08,True,Upregulated in Tumor,7.932942356781738
CFB,1.0211354650263882,6.64124883904271,2.0142882038490525e-09,9.335746882189655,8.314611417163267,1.406152121643592e-08,True,Upregulated in Tumor,7.851967693529085
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2,1.203543261586205,6.563699723828744,2.0432429854258893e-09,10.405153886586206,9.201610625,1.4241582747824083e-08,True,Upregulated in Tumor,7.846441742409227
IGLC1 /// IGLV3-10 /// IGLV3-10,1.257505655500351,6.553245717569792,2.870780566404605e-09,10.155780750275863,8.898275094775512,1.948699113759831e-08,True,Upregulated in Tumor,7.710255212355687
GCLC,1.189598141176635,6.725570200616888,3.463664237223277e-09,9.274997251482757,8.085399110306122,2.3105341641694268e-08,True,Upregulated in Tumor,7.636287605504694
CST1,1.0808918822202669,6.841282642585188,3.560223292205326e-09,6.026702424689654,4.9458105424693874,2.3714350810327736e-08,True,Upregulated in Tumor,7.624988759831483
IGHG1 /// IGHG2 /// IGHM /// IGHV4-31 /// MIR8071-1 /// MIR8071-2,1.15074780919071,6.550642622713924,3.6545750821978983e-09,13.89948646551724,12.74873865632653,2.423532003724465e-08,True,Upregulated in Tumor,7.615551240868326
HS3ST1,1.087227453268473,6.554358746966697,6.4847422794197956e-09,7.365336524982759,6.278109071714286,4.12429608971099e-08,True,Upregulated in Tumor,7.384650163584526
GPR87,1.3110007373954966,6.672723338541158,7.63885989556558e-09,6.230591486068966,4.919590748673469,4.797360199282937e-08,True,Upregulated in Tumor,7.318997672259949
IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31,1.0937311890608736,6.2808634580687,8.459860158106465e-09,8.377162097224138,7.283430908163265,5.24954132400408e-08,True,Upregulated in Tumor,7.279878641195238
GPR126,-1.018273909716397,-6.343999602013597,8.616226846009459e-09,7.752253188344827,8.770527098061224,5.339216223008613e-08,True,Downregulated in Tumor,7.272522491099753
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31,1.3031259488209006,6.278875695178335,8.826701854325859e-09,9.438405775086206,8.135279826265306,5.45962817213794e-08,True,Upregulated in Tumor,7.2628369339046905
IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28,1.4182140239349064,6.2182815822848125,1.1425386161643399e-08,10.270995761465517,8.852781737530611,6.952458080801915e-08,True,Upregulated in Tumor,7.157861620994015
CHI3L1,1.2048841281217477,6.286951374415914,1.2103911127484904e-08,9.411495146448278,8.20661101832653,7.325766183965896e-08,True,Upregulated in Tumor,7.13514694680086
IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@,1.2494497727600287,6.191647192095619,1.3091823804509897e-08,11.10713340186207,9.857683629102041,7.874321260255953e-08,True,Upregulated in Tumor,7.103786870634151
CYP2B6 /// CYP2B7P,-1.303966851877199,-6.348217315855199,1.474680577997727e-08,9.953103277775861,11.25707012965306,8.7837408601319e-08,True,Downregulated in Tumor,7.05632048535697
IGKV1OR2-108 /// IGKV1OR2-108,1.2626254391249123,6.135844081150274,1.5234729990345377e-08,11.043909771431036,9.781284332306123,9.062384499098493e-08,True,Upregulated in Tumor,7.042757515507717
IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37,1.2640983734521445,6.068751718110644,2.0748834311134133e-08,10.128778571982757,8.864680198530612,1.2097519228428722e-07,True,Upregulated in Tumor,6.917303678928464
IGLJ3 /// IGLV3-19 /// IGLV3-19,1.090598119213583,6.146394340257614,2.0834628702145855e-08,9.340005130948276,8.249407011734693,1.2126615284646908e-07,True,Upregulated in Tumor,6.916260400149558
TNC,1.1298516879134421,6.090973292854767,2.723903931909456e-08,9.929634593137932,8.79978290522449,1.5533148371205188e-07,True,Upregulated in Tumor,6.808740509392958
IGKV1-17 /// IGKV1-17,1.5409319352290662,6.008584574536535,2.7351012930898015e-08,10.789508641086208,9.248576705857142,1.559042343994461e-07,True,Upregulated in Tumor,6.807142089100191
QPCT,1.0476392298096409,6.18813648992899,2.8956356930158195e-08,7.06750900125862,6.019869771448979,1.6415485063384565e-07,True,Upregulated in Tumor,6.7847462797187506
ATF3,-1.3735341798877538,-6.035399954063884,3.1687064354819076e-08,9.176035910500001,10.549570090387755,1.7866110753249055e-07,True,Downregulated in Tumor,6.7479699781175135
LOC101928620 /// POU2AF1,1.2423982990014073,5.924153716007929,4.0376300663733866e-08,8.626693458103448,7.384295159102041,2.2474699483952355e-07,True,Upregulated in Tumor,6.648306106639618
C1QB,-1.0102796466417967,-5.884165730132773,4.8273687572276485e-08,9.723233821827588,10.733513468469384,2.6514678185647624e-07,True,Downregulated in Tumor,6.576513639638973
PLA2G4A,1.2399816764785365,6.153045830137469,4.966335823138566e-08,7.040430133172413,5.800448456693877,2.723850955370796e-07,True,Upregulated in Tumor,6.564816659986465
abParts /// IGKC /// IGKV4-1 /// IGKV4-1,1.5659097369011228,5.859073500850051,5.4180839811499504e-08,10.310100843982756,8.744191107081633,2.947882649164315e-07,True,Upregulated in Tumor,6.530489809088016
EEF1A2,1.4218126473976076,6.174168530186624,5.924766886874422e-08,6.298146590724138,4.8763339433265305,3.1952603541942464e-07,True,Upregulated in Tumor,6.495493749154028
SFTPB,-1.3280943867477113,-5.913382341804316,8.276425754283344e-08,12.347957401293105,13.676051788040816,4.365959955860242e-07,True,Downregulated in Tumor,6.35992025191334
CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@,1.040365926700563,5.744522315514365,9.846545161389168e-08,10.84283508974138,9.802469163040817,5.14204242102684e-07,True,Upregulated in Tumor,6.288864344818425
IGHD,1.081863816698803,5.761346275260478,1.0138431499325133e-07,9.331127486862067,8.249263670163264,5.278154919621694e-07,True,Upregulated in Tumor,6.277517866910693
DMBT1,-1.170829037228712,-5.7249945404586455,1.0470235070961615e-07,9.733196481689655,10.904025518918367,5.438374245700147e-07,True,Downregulated in Tumor,6.264530909427829
CLU,-1.034643860913791,-5.730879476638433,1.3129145685920896e-07,9.218285737086209,10.252929598,6.716139437744924e-07,True,Downregulated in Tumor,6.172880295795669
IGLC1 /// IGLV3-25 /// IGLV3-25,1.3224729736692469,5.63004592536266,2.0651526439686154e-07,7.584995571689655,6.262522598020408,1.019376843799702e-06,True,Upregulated in Tumor,5.991665236084012
MMP7,1.2688205347163954,5.578299603567554,2.108291521010686e-07,8.548773309655171,7.279952774938776,1.0383950403228651e-06,True,Upregulated in Tumor,5.983637394855681
