gene,log2FC,t_statistic,p_value,mean_tumor,mean_normal,adj_p_value,significant,direction,neg_log10_padj
CTGF,-1.0400857882807895,-5.55632634746551,2.1490400504845594e-07,9.411614046862068,10.451699835142858,1.0569241733005393e-06,True,Downregulated in Tumor,5.9759561690770715
CXCL14,1.4608530237762158,5.564583965776268,3.0248956847500784e-07,8.085480353551725,6.624627329775509,1.447131510775126e-06,True,Upregulated in Tumor,5.839491999766463
TMPRSS11E,1.0039032491833213,5.727998100401377,3.4428396774105414e-07,6.278308271224137,5.274405022040816,1.634925447652968e-06,True,Upregulated in Tumor,5.786502046313252
PCP4,1.1947449066498939,5.609323880416236,4.372353174716958e-07,7.164691667017241,5.969946760367347,2.036263030885585e-06,True,Upregulated in Tumor,5.691166123445327
SCEL,-1.1436103640380022,-5.361337019984422,5.204749489259065e-07,7.448254050206897,8.591864414244899,2.3934055579222956e-06,True,Downregulated in Tumor,5.620983704794701
TCN1,1.0147423779176634,5.519241653268787,6.44054903282585e-07,8.578401706448275,7.563659328530612,2.9140950846548832e-06,True,Upregulated in Tumor,5.535496281643855
CYP24A1,1.0761761969176638,5.472467289665368,8.915585680485131e-07,5.866306662448276,4.790130465530612,3.937717008880932e-06,True,Upregulated in Tumor,5.404755498430912
NR4A2,-1.0255517015341313,-5.048638898744432,2.04639747527044e-06,7.81081659624138,8.836368297775511,8.386010272371133e-06,True,Downregulated in Tumor,5.076444609946836
IGFBP2,1.0536513172902886,5.057435009427737,2.237450719501757e-06,9.424724920086206,8.371073602795917,9.108176648815135e-06,True,Upregulated in Tumor,5.040568555037385
FOS,-1.1168311955928925,-4.953190592213029,2.8825743119669337e-06,10.653173114672414,11.770004310265307,1.1498816949891708e-05,True,Downregulated in Tumor,4.939346839521481
LCN2,1.1854552520482056,4.826562691893097,5.18498245561892e-06,9.832007521293102,8.646552269244896,1.989637645874211e-05,True,Upregulated in Tumor,4.701226010387516
TFPI2,1.3675760445686151,4.918190126216843,5.672286998393834e-06,8.321942863793105,6.954366819224489,2.166787981438459e-05,True,Upregulated in Tumor,4.6641835819871025
IL6,-1.1035846228909207,-4.719511986852918,1.051752387402583e-05,8.29650215851724,9.400086781408161,3.8563303081242297e-05,True,Downregulated in Tumor,4.4138257743407925
MUC5B,1.2107665285943003,4.49053499447617,2.2488643523272338e-05,8.202386356431035,6.991619827836734,7.783201465224728e-05,True,Upregulated in Tumor,4.10884172785741
IGHM,1.1459704066027463,4.244593697938776,4.748817055446338e-05,10.574721923051724,9.428751516448978,0.00015657541474593136,True,Upregulated in Tumor,3.8052764292410193
MAGEA6,1.2455403830672083,4.288504464583646,6.823488229754585e-05,6.254268608189657,5.008728225122448,0.00021904855920459196,True,Upregulated in Tumor,3.659459599055325
MAGEA3 /// MAGEA6,1.1428546390140752,4.184998957118668,9.546205518686514e-05,7.045019170034483,5.902164531020408,0.00029844313575074774,True,Upregulated in Tumor,3.525138405513655
